Southern Spice,080 42229070,55288,"37, Ganapa Nilaya, SGR College Main Road, Munnekolala, Marathahalli, Bangalore",2.6,Bangalore,India,12.9486940000,77.7040660000,31,NA,Rs. 500,NA,NA,NA,3,12,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese, Biryani"
Ramana's Coffee Thindi,+91 9880991556,59931,"Shop 2960, 14th Cross, Shastrinagar Junction, Near Indian Oil Petrol Pump, KR Road, Bangalore, Jayanagar, Bangalore",3.4,Bangalore,India,12.9293527778,77.5734111111,9,NA,Rs. 100,NA,NA,NA,4,6,No,No,No,No,No,No,No,South Indian
Nithyothsav - Hotel Ramanashree,080 30519000,52395,"Hotel Ramanashree, 2/1, Brunton Road, Opposite Old Passport Office, Off MG Road, Bangalore",3.2,Bangalore,India,12.9732730000,77.6151860000,26,NA,Rs. 750,NA,NA,NA,4,9,Yes,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese, Continental"
Victoria Terminus,080 65555656,61213,"2nd Main Road, 2A Cross, Opposite Airtel Showroom, Kasturi Nagar Banaswadi, East of N.G.E.F bangalore, Banaswadi, Bangalore 560043",3.1,Bangalore,India,13.0030373858,77.6606503129,16,NA,Rs. 200,NA,NA,NA,2,9,Yes,No,Yes,Yes,No,No,No,"Fast Food, Maharashtrian"
Mac Fast Food,080 25273292,50625,"1 & 2, Anjaneya Complex, Kodihalli, Old Airport Road, Bangalore",2.5,Bangalore,India,12.9600800000,77.6454430000,31,NA,Rs. 400,NA,NA,NA,9,14,Yes,No,Yes,Yes,No,Yes,No,"Fast Food, Chinese"
Priyadarshini Veg,+91 9449044154,56001,"765, 1st Main Road, 5th Cross, Near RTO Office, Yeshwantpur, Bangalore",3.3,Bangalore,India,13.0231320000,77.5568970000,29,NA,Rs. 350,NA,NA,NA,4,11,No,No,Yes,No,No,No,No,"North Indian, South Indian, Chinese"
Paushtik Veg Solutions,+91 9241173171,58374,"65/1 A, 2nd Floor, Kaikondrahalli, Sarjapur Road, Bangalore",2.8,Bangalore,India,12.9120750000,77.6818861111,29,NA,Rs. 350,NA,NA,NA,5,14,No,No,Yes,No,No,No,No,Gujarati
Carnival Cakes & Breads,080 22580115,55442,"1018, 13th Cross, 24th Main, Sector 1, HSR Layout, Bangalore",3.2,Bangalore,India,12.9157305556,77.6489416667,23,NA,Rs. 200,NA,NA,NA,6,8,Yes,No,Yes,Yes,No,No,No,"Desserts, Bakery, Fast Food"
Kumbakonam Degree Coffee,080 25287379,59911,"845/B, Ground Floor, Near BDA Complex, Indiranagar, Bangalore",3.5,Bangalore,India,12.9800611111,77.6371472222,18,NA,Rs. 150,NA,NA,NA,12,12,No,No,Yes,No,No,Yes,No,Cafe
Skytouch Le Cafe,080 40932483,59645,"724, RBI Layout, Rini Pearl, Opposite EK Retail, 7th Phase, JP Nagar, Bangalore",3.2,Bangalore,India,12.8917583333,77.5778583333,20,NA,Rs. 700,NA,NA,NA,7,12,Yes,No,Yes,No,No,No,No,"Cafe, Italian"
The Glass Chimney,080 49652676,51861,"45th Quadrant, 1st Cross, 3rd Main, Ashwini Layout, Inner Ring Road, Koramangala, Bangalore",3.0,Bangalore,India,12.9400080000,77.6279890000,29,NA,Rs. 400,NA,NA,NA,7,9,Yes,No,Yes,Yes,No,No,No,"Chinese, North Indian"
New Punjabi Restaurant,+91 9535135365,53612,"39/1, K.B.H Main Road, Vinayaka Layout, RT Nagar, Bangalore",3.2,Bangalore,India,13.0278400000,77.6069210000,20,NA,Rs. 250,NA,NA,NA,3,9,No,No,Yes,No,No,No,No,North Indian
Motis Kitchen,+91 9986106775,54411,"40, Opposite Galaxy, New Thippasandra, Bangalore",3.6,Bangalore,India,12.9722620000,77.6493050000,26,NA,Rs. 300,NA,NA,NA,6,13,No,No,Yes,Yes,No,No,No,South Indian
L'cafe - Singapore Foods,+91 9663015867,60391,"No. 34, Ground Floor, Paddana Reddy Layout Road, Kalyan Nagar, Bangalore",3.3,Bangalore,India,13.0198944444,77.6552805556,14,NA,Rs. 600,NA,NA,NA,1,4,No,No,Yes,Yes,No,No,No,"Singaporean, Chinese, Asian"
Darbar,+91 8861271465,56634,"1, Near BDA Complex, 24th Main, 2nd Stage, Banashankari, Bangalore",2.7,Bangalore,India,12.9208944444,77.5695194444,27,NA,Rs. 500,NA,NA,NA,5,10,Yes,No,Yes,Yes,Yes,No,No,"North Indian, Chinese"
Stop N Joy,+91 9980209535,54899,"14th Main, 1st Stage, Kumaraswamy Layout, Bangalore",3.5,Bangalore,India,12.9077220000,77.5639160000,34,NA,Rs. 200,NA,NA,NA,7,12,No,No,Yes,Yes,No,No,No,"Fast Food, Juices"
Zaitoon,080 49652697,60681,"21, 24th Main Road, 6th Phase, JP Nagar, Bangalore",-,Bangalore,India,12.9030861111,77.5857861111,0,NA,"Rs. 1,000",NA,NA,NA,0,1,Yes,No,Yes,Yes,No,Yes,No,"Arabian, North Indian, Mughlai, Chinese"
Shiv Sagar,+91 8183083555,57882,"1315, 25th Main, 9th Block, Near Big Bazaar, Jayanagar, Bangalore",2.7,Bangalore,India,12.9176972222,77.5925972222,20,NA,Rs. 250,NA,NA,NA,3,8,Yes,No,Yes,No,No,No,No,"North Indian, South Indian, Street Food"
Oottupura,080 49653577,56508,"443, 6th Cross, 6th Main, MSR Nagar, Mathikere Area, Yeshwantpur, Bangalore",3.0,Bangalore,India,13.0337555556,77.5641861111,24,NA,Rs. 350,NA,NA,NA,2,11,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese"
Gadang Sports Bar - Hotel Park Plaza,080 49653223,52375,"Hotel Park Plaza, 90/4, Outer Ring Road, Munnekollaly Village, Marathahalli, Bangalore",3.4,Bangalore,India,12.9542080000,77.6980300000,25,NA,"Rs. 2,000",NA,NA,NA,3,6,No,No,Yes,Yes,Yes,Yes,Yes,"Italian, Mexican, Continental"
Spiritz Bar & Restaurant,080 67232405,59791,"1085, 14th Main, 18th Cross, Sector 3, HSR, Bangalore",3.2,Bangalore,India,12.9122055556,77.6389694444,13,NA,Rs. 500,NA,NA,NA,3,4,Yes,No,Yes,Yes,Yes,No,No,"North Indian, Chinese, South Indian, Fast Food"
Namana Garden,Not Available,55868,"957, Vijaya Bank Layout, Bolekahalli Road, BTM, Bangalore",2.4,Bangalore,India,NA,NA,34,NA,Rs. 300,NA,NA,NA,5,11,No,No,Yes,No,No,Yes,No,"North Indian, South Indian, Chinese, Street Food"
Chandra Cafe,+91 9341727028,56368,"Opposite Seshadripuram College, Doddballapur Road, New Town, Yelahanka, Bangalore",2.5,Bangalore,India,13.0997990000,77.5888390000,23,NA,Rs. 150,NA,NA,NA,9,12,No,No,Yes,No,No,No,No,South Indian
Vishnu Sagar,Not Available,53675,"96 Ibrahim Sahib Street, Commercial Street, Bangalore",3.0,Bangalore,India,12.9828694444,77.6085750000,20,NA,Rs. 400,NA,NA,NA,7,14,Yes,No,Yes,Yes,No,No,No,"South Indian, Chinese, North Indian, Fast Food, Street Food, Desserts"
Shandong,080 49653517,52514,"38, 39, 40, Idhaya Complex, Geddalahalli, Kothanur Post, Hennur, BangaloreIndia",3.3,Bangalore,India,13.0500750000,77.6457420000,25,NA,Rs. 400,NA,NA,NA,3,8,Yes,No,Yes,Yes,No,Yes,No,Chinese
Chandus Delux,080 23465257,53370,"8th Cross, Near Malleshwaram Circle, BangaloreIndia",3.7,Bangalore,India,12.9994060000,77.5722550000,31,NA,Rs. 350,NA,NA,NA,7,15,No,No,Yes,Yes,Yes,No,No,North Indian
Hot Burg,080 26486949,53040,"Panduranga Nagar, Opposite HSBC, Bannerghatta Road, Bangalore",2.8,Bangalore,India,12.8921820000,77.5983450000,23,NA,Rs. 200,NA,NA,NA,4,7,Yes,No,Yes,Yes,No,No,No,"Fast Food, Juices"
Shetty Lunch Home,+91 8971897132,53288,"17, Dinnur Main Road, RT Nagar, Bangalore",2.8,Bangalore,India,13.0241190000,77.5984230000,26,NA,Rs. 300,NA,NA,NA,2,8,Yes,No,Yes,Yes,No,No,No,"Mangalorean, North Indian"
Varvathi,+91 8028522499,18022260,"8, Shanthipura Main Road, Near TCS Gate 1, Phase 2, Electronic City, Bangalore",3.2,Bangalore,India,NA,NA,7,NA,NA,NA,NA,NA,1,6,No,No,Yes,Yes,No,Yes,Yes,South Indian
Hotel Emirates,080 23540079,53791,"24, RK Terminus, 7th Main Bellary Road, Ganganagar, RT Nagar, Bangalore",2.6,Bangalore,India,13.0225430000,77.5845240000,21,NA,Rs. 500,NA,NA,NA,5,12,No,No,Yes,Yes,No,Yes,No,"North Indian, Chinese"
Owl's Kitchen,080 451333111,60582,"Lake Road, BTM, Bangalore",2.7,Bangalore,India,NA,NA,24,NA,Rs. 500,NA,NA,NA,2,12,Yes,No,No,Yes,No,No,No,"North Indian, Chinese, Fast Food"
Let's Kulfi,+91 8970467578,60678,"Shajan Arcade, 3rd Cross, Sai Baba Temple Road, Kundanahalli, Marathahalli, Bangalore",3.3,Bangalore,India,12.9536666667,77.7152416667,10,NA,Rs. 100,NA,NA,NA,4,7,No,No,Yes,No,No,No,No,Desserts
Shimmer - Vivanta by Taj,080 49653230,52326,"Vivanta by Taj, 2275 Tumkur Road, Yeshwantpur, BangaloreIndia",3.3,Bangalore,India,13.0296030000,77.5407740000,23,NA,"Rs. 1,500",NA,NA,NA,5,8,No,No,Yes,Yes,Yes,No,No,"Chinese, Japanese"
New Shanthi Sagar,080 23493898,57066,"704, Modi Hospital Road, Rajajinagar, Bangalore",3.0,Bangalore,India,12.9976900000,77.5472840000,34,NA,Rs. 400,NA,NA,NA,7,9,Yes,No,Yes,No,No,Yes,No,"South Indian, North Indian, Chinese, Street Food"
Grill Inn,+91 9980296395,59111,"1470, 38th Cross, 11th A Main, 4th T Block, Jayanagar, Bangalore",3.1,Bangalore,India,12.9214027778,77.5866083333,25,NA,Rs. 450,NA,NA,NA,6,10,No,No,Yes,Yes,No,Yes,No,Fast Food
Cinnamon Restaurant,+91 9980848349,59767,"Opposite Sapthagiri Hospital, Hesaraghatta Main Road, Jalahalli, Bangalore",3.1,Bangalore,India,13.0710472222,77.5038916667,25,NA,Rs. 600,NA,NA,NA,1,9,Yes,No,Yes,Yes,No,Yes,Yes,"North Indian, Chinese"
Pathaan Saheb,080 40953211,58772,"80/1, Opposite Airtel Office, 80 Feet Road, 7th Block, Koramangala, Bangalore",3.1,Bangalore,India,12.9359361111,77.6160194444,25,NA,Rs. 200,NA,NA,NA,10,15,No,No,Yes,Yes,No,No,No,Fast Food
Pure Andhra Style Reddy's Restaurant,+91 8762463781,60051,"Shop 11312, 17th Cross, 7th Sector, Near Vasan Eye Clinic, HSR, Bangalore",2.6,Bangalore,India,12.9126222222,77.6335000000,16,NA,Rs. 500,NA,NA,NA,4,9,Yes,No,Yes,Yes,No,No,No,Andhra
Shanghai Dhaba,+91 9738019048,61451,"120 P, 2nd Floor, Santosh Tower, Whitefield, Bangalore",3.3,Bangalore,India,NA,NA,12,NA,Rs. 400,NA,NA,NA,1,3,Yes,No,Yes,Yes,No,Yes,No,"Chinese, Thai"
Elmas,+91 9886844944,56466,"Elmas Hotel, 412/A, 1st C Cross, Near Forum Mall, 7th Block, Koramangala, Bangalore",3.2,Bangalore,India,12.9355472222,77.6128472222,15,NA,Rs. 500,NA,NA,NA,4,13,No,No,Yes,Yes,No,Yes,No,"North Indian, Kerala, Chinese, Biryani, Seafood"
Khub Khurmi,+91 9632316955,54099,"Kempanna Road, Vignan Nagar, Thippasandra, Bangalore",2.8,Bangalore,India,12.9741040000,77.6727130000,22,NA,Rs. 300,NA,NA,NA,1,10,Yes,No,Yes,No,No,No,No,"North Indian, Chinese"
Beetle Juice Bar - Springs Hotel & Spa,080 22225777,54326,"Springs Hotel & Spa, 19, H. Siddaiah Road, Off JC Road, Basavanagudi, Bangalore",3.4,Bangalore,India,12.9565704813,77.5834430933,18,NA,Rs. 900,NA,NA,NA,3,9,No,No,Yes,Yes,Yes,No,No,Finger Food
Hotel Sampige,080 23140205,56782,"8/9, Bashyam Circle, Near Saraswati Book Center, Rajajinagar, Bangalore",3.3,Bangalore,India,NA,NA,25,NA,NA,NA,NA,NA,0,0,No,No,No,No,No,No,No,
Tiwari's,080 49653331,60798,"252, 2nd Stage, 22nd Cross, Near BDA Complex, Banashankari, Bangalore",3.5,Bangalore,India,NA,NA,16,NA,Rs. 200,NA,NA,NA,5,10,No,No,Yes,No,No,No,No,North Indian
Prawn Crunch,+91 9343411911,52092,"15&16, JDR Plaza, Citi Bank ATM, New BEL Road, Bangalore",3.1,Bangalore,India,13.0332210000,77.5691620000,26,NA,Rs. 400,NA,NA,NA,4,9,Yes,No,No,Yes,No,No,No,"Seafood, Fast Food"
Amrith Ice Cream,080 23345035,60777,"51, 5th Main, 11th Cross Road, Malleshwaram, Bangalore",3.5,Bangalore,India,13.0018416667,77.5671694444,19,NA,Rs. 100,NA,NA,NA,4,8,No,No,Yes,No,No,No,No,"Desserts, Ice Cream"
Sagar Chats,080 25583054,53674,"93/1, Ibrahim Sahib Street, Commercial Street, Bangalore",3.3,Bangalore,India,12.9839750000,77.6062611111,11,NA,Rs. 300,NA,NA,NA,8,9,No,No,Yes,No,No,No,No,"Desserts, Street Food, Fast Food"
Punjabi Khazana,+91 8880975900,54527,"10, Krishna Temple Road, 1st Stage, Off 100 Feet Road, Indiranagar, Bangalore",3.1,Bangalore,India,12.9791640000,77.6421190000,24,NA,Rs. 350,NA,NA,NA,2,11,Yes,No,Yes,Yes,No,No,No,North Indian
What the Food,+91 9739019190,59000,"22, 2nd Cross, Tavarekere Main Road, Balaji Nagar, BTM, Bangalore",3.5,Bangalore,India,12.9277277778,77.6092083333,28,NA,Rs. 300,NA,NA,NA,1,11,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese, Fast Food"
Swadeshi's,+91 7411059111,59810,"15/4, Thalaghattapura, Near KSITC, Kanakapura Road, Bangalore",3.0,Bangalore,India,12.8672333333,77.5353861111,18,NA,Rs. 800,NA,NA,NA,3,9,Yes,No,Yes,Yes,Yes,No,No,"North Indian, Chinese, South Indian"
Oye Hoye!!!,NA,53594,"615, 2nd B Cross, 2nd Block, 6th A Main, HRBR Layout, Kalyan Nagar, Bangalore",3.4,Bangalore,India,13.0173820000,77.6422270000,22,NA,Rs. 350,NA,NA,NA,0,0,Yes,No,No,Yes,No,No,No,North Indian
Kubera Biryani Paradise,080 25780248,55269,"1, Gottigere, Near Bus stop, Bannerghatta Road, Bangalore",2.8,Bangalore,India,12.8560920000,77.5888170000,18,NA,Rs. 500,NA,NA,NA,3,9,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese, Biryani"
Hari Super Sandwich,+91 8951117704,61248,"13/34, 24th A Main, District Road, 9th Block, Near Jain College Back Gate, Jayanagar, Bangalore",3.4,Bangalore,India,NA,NA,12,NA,Rs. 200,NA,NA,NA,2,4,Yes,No,Yes,No,No,No,No,"Fast Food, Street Food"
Highland Nectar - ITC Gardenia,080 22119898,50465,"ITC Gardenia, 1, Residency Road, Bangalore",3.6,Bangalore,India,12.9665620000,77.5950860000,30,NA,"Rs. 2,500",NA,NA,NA,6,9,No,No,Yes,Yes,Yes,Yes,No,"Continental, South Indian"
SGS Home Foods,+91 8710968408,58103,"116/A, 7th Main, 11th Cross, Bilekahalli, Vijaya Bank Layout, Bannerghatta Road, Bangalore",3.1,Bangalore,India,12.8951750000,77.6087333333,15,NA,Rs. 250,NA,NA,NA,1,5,Yes,No,Yes,Yes,No,No,No,North Indian
Udupi Grand,+91 7022603141,60192,"64/153, Kogilu Circle, International Airport Road, Yelahanka, Bangalore",3.3,Bangalore,India,13.1034472222,77.6006611111,18,NA,Rs. 300,NA,NA,NA,3,6,Yes,No,Yes,No,No,No,No,"North Indian, South Indian, Chinese"
Puri Jagannath Restaurant,+91 9590585929,59646,"Near Brand Factory, Marathali Bridge, Marathahalli, Bangalore",3.3,Bangalore,India,12.9538055556,77.6980277778,20,NA,Rs. 350,NA,NA,NA,3,9,Yes,No,Yes,Yes,No,No,No,"Oriya, Bengali, North Indian"
Berakah,080 49652573,61606,"9, Carmel Complex, Gedalahalli, Kothanur Post, Hennur, Bangalore 560077",3.4,Bangalore,India,13.0558527778,77.6536777778,16,NA,Rs. 500,NA,NA,NA,0,12,Yes,No,Yes,Yes,No,No,No,"North Indian, Mughlai, Chinese"
Taste Of Bengal,080 49653383,60861,"1485 Arvindnagar, HRBR Layout 3rd Block, 3rd A Main, Kammanahalli, Bangalore",3.2,Bangalore,India,13.0159315618,77.6338656656,18,NA,Rs. 300,NA,NA,NA,3,8,Yes,No,Yes,Yes,No,No,No,"Bengali, North Indian"
Casa De Express,+91 9591021057,50232,"A 14, Devatha Plaza, Residency Road, Bangalore",2.6,Bangalore,India,12.9675950000,77.5998650000,26,NA,Rs. 600,NA,NA,NA,4,9,Yes,No,Yes,Yes,Yes,Yes,No,"Chinese, Italian, Steakhouse"
Andan Family Restaurant,080 23282222,52684,"17/50, Pete Channappa Industrial Estate, Opposite Indian Oil Petrol Bunk, Kamakshipalya, Main Magadi Road, Bangalore",3.0,Bangalore,India,12.9856350000,77.5220410000,24,NA,Rs. 500,NA,NA,NA,7,12,Yes,No,Yes,Yes,Yes,No,No,"Mangalorean, Chinese, North Indian, Andhra"
Sri Venkateshwara Sweetmeat Stall,080 49653458,55681,"181, Balepet, Majestic Area, Bangalore",3.7,Bangalore,India,12.9733000000,77.5749500000,22,NA,Rs. 300,NA,NA,NA,5,14,No,No,Yes,No,No,Yes,No,"Desserts, Street Food"
Peppers,080 25719228,57290,"20/1, 20th B Cross, Rama Temple Road, Ejipura, Koramangala Link Road, Bangalore",2.4,Bangalore,India,12.9435930000,77.6284220000,31,NA,Rs. 300,NA,NA,NA,7,13,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese"
New Sagar Fast Food,080 23379281,59775,"255/, 9th Cross Road, 1st N Block, Rajajinagar, Bangalore",3.1,Bangalore,India,12.9902916667,77.5526111111,13,NA,Rs. 250,NA,NA,NA,3,6,No,No,Yes,No,No,No,No,"South Indian, North Indian"
The Eatery Cafe & Restaurant,080 41670888,18011662,"Ground Floor, Prestige Tech Park, Jupiter Block, Outer Ring Road, Near Marathahalli, Bangalore",3.3,Bangalore,India,NA,NA,4,NA,NA,NA,NA,NA,3,3,No,No,Yes,Yes,No,No,No,Fast Food
Tastebook Cafe,+91 7676532657,59267,"1814, 41th Cross, 25th Main, 9th Block, Jayanagar, Bangalore",3.3,Bangalore,India,12.9188555556,77.5919805556,18,NA,Rs. 300,NA,NA,NA,2,9,Yes,No,Yes,No,No,No,No,"Cafe, Fast Food"
Urban Herbivore - Sai Vishram,080 40400400,52600,"Sai Vishram, 144 - C/1, Kirloskar Road, Bommasandra Industrial Estate, Hebbagodi, Electronic City, Bangalore",3.6,Bangalore,India,12.8244390000,77.6817570000,28,NA,"Rs. 1,000",NA,NA,NA,3,7,No,No,Yes,No,No,Yes,No,Chinese
Haandi Inn Restaurant,080 41251274,50459,"163/1, M.M. Road, Cox Town, Frazer Town, Bangalore",2.8,Bangalore,India,12.9980430000,77.6205640000,18,NA,Rs. 300,NA,NA,NA,4,8,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese, Biryani, Fast Food"
Biryani Corner,+91 9945098254,53618,"4/19, 30th Main, 3rd Stage, Banashankari, Bangalore",2.8,Bangalore,India,12.9268190000,77.5612230000,31,NA,Rs. 350,NA,NA,NA,1,7,Yes,No,Yes,Yes,No,No,No,"Chinese, North Indian"
Spice It,080 49009090,55540,"Ibis Hotel, Next to Oxford College, Bommanahalli, BTM, Bangalore",2.9,Bangalore,India,12.9006270000,77.6321400000,19,NA,"Rs. 1,200",NA,NA,NA,6,9,No,No,Yes,Yes,Yes,Yes,Yes,"South Indian, North Indian"
Premier Petal,080 41107554,56181,"17/2, Opposite Indian Oil Petrol Bunk, SM Road, Jalahalli West, Bangalore",2.7,Bangalore,India,13.0435166667,77.5206222222,25,NA,Rs. 600,NA,NA,NA,8,16,No,No,Yes,No,No,Yes,No,"North Indian, Chinese, South Indian"
Pathankot Punjabi Restaurant,080 41665196,53431,"E 1, Beach Block, Manyata Tech Park, 1st Floor, Food Court, Nagawara, Bangalore",2.6,Bangalore,India,13.0507555556,77.6216277778,25,NA,Rs. 450,NA,NA,NA,9,14,Yes,No,Yes,No,No,Yes,No,North Indian
Bite Me Cupcakes,080 49653041,60429,"12/1, Ground Floor, Mosque Road, Frazer Town, Bangalore",3.1,Bangalore,India,12.9972527778,77.6144555556,10,NA,Rs. 150,NA,NA,NA,3,5,Yes,No,No,No,No,No,No,Desserts
Om Shiva Shakti Chats Centre,+91 9845344083,56399,"90/3, Eat Street, Basavanagudi, Bangalore",3.4,Bangalore,India,12.9413916667,77.5700694444,12,NA,Rs. 100,NA,NA,NA,3,7,No,No,Yes,No,No,No,No,Street Food
Nanda Gokula,+91 9845406555,55980,"209/36, 14th Main, 50 Feet Road, 2nd Block, Girinagar, 1st Stage, Banashankari, Bangalore",3.4,Bangalore,India,12.9415760000,77.5563560000,23,NA,Rs. 400,NA,NA,NA,3,6,No,No,Yes,No,No,Yes,No,"South Indian, North Indian, Chinese"
Pathaan Saheb,080 40901565,59388,"Srinivasan Towers, ESI Hospital Road, Off Double Road, Indiranagar, Bangalore",3.1,Bangalore,India,12.9703270000,77.6358190000,23,NA,Rs. 200,NA,NA,NA,7,9,Yes,No,Yes,Yes,No,No,No,Fast Food
Biryani Flames,+91 9535262444,54984,"50/44, Sri Anjanadari Complex, Thulasi Theater Road, Marathahalli, Bangalore",2.7,Bangalore,India,12.9554055556,77.6979972222,18,NA,Rs. 400,NA,NA,NA,2,10,No,No,Yes,Yes,No,Yes,No,"Biryani, North Indian"
Aahar,+91 9535914906,59914,"502, 6th Cross, 6th Block, Koramangala, Bangalore",3.4,Bangalore,India,12.9374000000,77.6243138889,18,NA,Rs. 500,NA,NA,NA,5,13,Yes,No,Yes,Yes,No,Yes,No,"Bengali, North Indian"
The Sugar Therapy,080 49653027,60801,"31/7, Loyola Layout, Victoria Road, Richmond Road, Bangalore",3.5,Bangalore,India,12.9654145068,77.6129532605,13,NA,Rs. 500,NA,NA,NA,2,7,Yes,No,No,Yes,No,No,No,"Desserts, Bakery"
Slounge - Lemon Tree Hotel,080 44232323,52299,"Lemon Tree Hotel, 55 A, Hosur Main Road, Phase I, Electronic City, Bangalore",2.9,Bangalore,India,12.8409460000,77.6595750000,36,NA,"Rs. 1,500",NA,NA,NA,4,10,No,No,Yes,Yes,Yes,Yes,No,Finger Food
Cane-O-La,080 22977711,54528,"30th Cross, 11th Main, Near Cool Joint, 4th Block, Jayanagar, Bangalore",3.8,Bangalore,India,12.9287240000,77.5860350000,34,NA,Rs. 30,NA,NA,NA,7,10,No,No,No,No,No,No,No,Juices
Chulha Tiffin Service,+91 8880248542,59907,"27, Kodihalli, 80 Feet Road, Indiranagar, Bangalore",3.2,Bangalore,India,12.9664527778,77.6486138889,14,NA,Rs. 200,NA,NA,NA,2,9,Yes,No,No,Yes,No,No,No,North Indian
Marhaba,+91 8067294021,59618,"Food Court, Elements Mall, Thanisandra Main Road, Nagawara, Bangalore",3.2,Bangalore,India,13.0425222222,77.6229333333,10,NA,Rs. 600,NA,NA,NA,4,7,No,No,Yes,Yes,No,Yes,Yes,"Arabian, Mediterranean, North Indian, Biryani"
Soft Corner,+91 9731581485,60849,"Purva Riviera Apartments, Commercial Complex, Spice Garden Layout, Varthur Road, Marathahalli, Bangalore",2.7,Bangalore,India,12.9581680000,77.7078570000,15,NA,Rs. 450,NA,NA,NA,1,13,Yes,No,No,No,No,No,No,"North Indian, Fast Food"
Kailash Parbat,+91 8152965141,54545,"Phoenix Market City, Whitefield, Bangalore",2.6,Bangalore,India,12.9966130000,77.6963850000,33,NA,Rs. 600,NA,NA,NA,9,13,No,No,Yes,No,No,Yes,No,"North Indian, Street Food"
Adda - The Restaurant,+91 9986575697,55625,"34/5, Devarachikanahalli Main Road, Adjacent to Golden Park Apartment, Bommanahalli, BTM, BangaloreIndia",3.2,Bangalore,India,12.8948111111,77.6203833333,24,NA,Rs. 400,NA,NA,NA,3,12,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese"
Fusion Express,080 49653348,53074,"MGM Mark Whitefield, 23, EPIP Zone, Whitefield, BangaloreIndia",3.3,Bangalore,India,12.9721830000,77.7178110000,24,NA,"Rs. 1,100",NA,NA,NA,6,12,Yes,No,Yes,Yes,No,Yes,Yes,"North Indian, Chinese, South Indian, Continental"
Naidu Military Hotel,080 22112727,57521,"9/3, Lalbagh Main Gate, Shanti Nagar, Bangalore",3.0,Bangalore,India,12.9568000000,77.5860361111,4,NA,Rs. 600,NA,NA,NA,2,3,No,No,Yes,Yes,Yes,No,No,"South Indian, Chinese, Biryani"
Cool Roll Burger,Not Available,55160,"18, 4th Block, Near Sony World, Koramangala, Bangalore",3.1,Bangalore,India,12.9364220000,77.6278350000,30,NA,Rs. 200,NA,NA,NA,9,13,No,No,No,Yes,No,No,No,Fast Food
Ande Ka Funda,+91 9036527030,55521,"6, Shyamala Reddy Dental College Road, Marathahalli, BangaloreIndia",3.3,Bangalore,India,12.9485730000,77.7038830000,28,NA,Rs. 150,NA,NA,NA,4,11,Yes,No,Yes,Yes,No,No,No,"North Indian, Fast Food"
Spice Darbar,080 67369999,55326,"Iris Inn, 21, 22/3, Outer Ring Road, Mahadevpura, Near Marathahalli, Bangalore",2.5,Bangalore,India,12.9910980000,77.6881550000,22,NA,"Rs. 1,000",NA,NA,NA,6,13,No,No,Yes,Yes,No,Yes,No,"Mughlai, North Indian, Continental"
Bengaluru Steak House - Hotel Park Plaza,080 49653265,57908,"90/4, Outer Ring Road, Munnekollaly Village, Marathahalli, Bangalore",3.4,Bangalore,India,12.9501940000,77.6991790000,14,NA,"Rs. 5,000",NA,NA,NA,0,7,No,No,Yes,Yes,Yes,No,No,European
Straw & Spoon,080 42108555,59172,"G23, Brigade Metropolis, Garudacharpalya, Whitefield, Bangalore 560048",3.6,Bangalore,India,12.9929245575,77.7029015870,23,NA,Rs. 350,NA,NA,NA,1,13,Yes,No,Yes,No,No,No,No,"Fast Food, Cafe, Healthy Food"
Gold Line Breadz,080 25452799,51226,"4M-408, HRBR Layout, 2nd Block, Kammanahalli Main Road, Kalyan Nagar, Bangalore",2.8,Bangalore,India,13.0245980000,77.6371610000,17,NA,Rs. 150,NA,NA,NA,6,9,Yes,No,Yes,Yes,No,Yes,No,Fast Food
Ooty Chocolates,080 41154280,56577,"3137/A, 7th Main, HAL 2nd Stage, Off Double Road, Indiranagar, Bangalore",3.4,Bangalore,India,12.9715750000,77.6349805556,27,NA,Rs. 150,NA,NA,NA,5,6,Yes,No,Yes,No,No,Yes,No,Desserts
Paratha Junction,+91 8884182838,58604,"520, Opposite Vijaya Bank, 1st Main, Arekere, MICO Layout, Bannerghatta Road, Bangalore",2.8,Bangalore,India,12.8910472222,77.5947638889,19,NA,Rs. 300,NA,NA,NA,3,9,Yes,No,Yes,No,No,No,No,North Indian
Kempegowda Military Hotel,080 41759777,61515,"16, 3rd Cross, Chikkamarana Halli, New BEL Road, Bangalore",3.4,Bangalore,India,NA,NA,17,NA,Rs. 350,NA,NA,NA,1,11,Yes,No,Yes,Yes,No,No,No,North Indian
Khane Bhi Do Yaaron,+91 9535007623,57894,"31, Deccan Palms Layout, Near Pride Prestine Apartments, 2nd Phase, Anantha Nagar, Electronic City, Bangalore",3.4,Bangalore,India,12.8346416667,77.6970972222,22,NA,Rs. 500,NA,NA,NA,3,12,Yes,No,Yes,Yes,No,No,No,"North Indian, Bengali"
